History,Stock,% of Portfolio,RecentActivity,Shares,ReportedPrice*,Value,Unnamed: 7,Current Price,+/-Reported Price,52Week Low,52Week High,Investor,Page
≡,SNX - SYNNEX Corp.,0.3,Add 44.73%,56490,$150.22,"$8,486,000",,$159.86,6.42%,$91.00,$175.56,David Einhorn - Greenlight Capital,1
≡,SHC - Sotera Health Co,0.29,Add 155.44%,461270,$17.64,"$8,137,000",,$17.09,-3.12%,$9.53,$19.85,David Einhorn - Greenlight Capital,1
≡,GDX - VanEck Vectors Gold Miners ETF,0.2,Reduce 15.04%,64960,$85.78,"$5,572,000",,$100.25,16.87%,$38.30,$113.50,David Einhorn - Greenlight Capital,1
≡,KWEB - Kraneshares Csi China Intern,0.16,Add 52.26%,131510,$34.05,"$4,478,000",,$32.72,-3.91%,$26.23,$40.87,David Einhorn - Greenlight Capital,1
≡,GPRO - GoPro Inc.,0.08,,1693860,$1.41,"$2,388,000",,$0.81,-42.55%,$0.40,$3.05,David Einhorn - Greenlight Capital,1
≡,GANX - Gain Therapeutics Inc.,0.06,,566130,$3.22,"$1,823,000",,$1.81,-43.79%,$1.41,$4.34,David Einhorn - Greenlight Capital,1
≡,PTON - Peloton Interactive Inc.,0.05,,246460,$6.16,"$1,518,000",,$4.19,-31.98%,$4.08,$10.02,David Einhorn - Greenlight Capital,1
≡,NUVB - Nuvation Bio Inc.,0.01,,34995,$8.97,"$314,000",,$5.88,-34.45%,$1.54,$9.75,David Einhorn - Greenlight Capital,1
≡,KPLTW - Katapult Holdings WTS 060926,0.0,,262227,$0.00,"$1,000",,$0.00,%,$0.00,$0.02,David Einhorn - Greenlight Capital,1
≡,NUVB.WS - Nuvation Bio Inc. WTS,0.0,,100000,$0.33,"$33,000",,,,,,David Einhorn - Greenlight Capital,1
≡,CRM - Salesforce.com,11.29,Add 3.31%,2994509,$264.91,"$793,275,000",,$184.29,-30.43%,$180.24,$327.60,ValueAct Capital,1
≡,AMZN - Amazon.com Inc.,11.15,Reduce 3.03%,3394300,$230.82,"$783,472,000",,$201.15,-12.85%,$161.38,$258.60,ValueAct Capital,1
≡,RKT - Rocket Companies Inc.,10.85,Add 55.07%,39380652,$19.36,"$762,409,000",,$18.37,-5.11%,$10.94,$24.36,ValueAct Capital,1
≡,BLK - BlackRock Inc.,10.59,Buy,695000,$1070.34,"$743,886,000",,$1072.67,0.22%,$762.34,$1214.03,ValueAct Capital,1
≡,META - Meta Platforms Inc.,9.85,Add 36.34%,1047974,$660.09,"$691,757,000",,$639.29,-3.15%,$478.72,$795.06,ValueAct Capital,1
≡,V - Visa Inc.,8.58,Add 9.73%,1718250,$350.71,"$602,607,000",,$319.50,-8.90%,$296.78,$373.34,ValueAct Capital,1
≡,MDB - MongoDB Inc.,8.4,Reduce 33.59%,1406800,$419.69,"$590,420,000",,$354.36,-15.57%,$140.78,$444.72,ValueAct Capital,1
≡,RBLX - Roblox Corp.,6.89,Add 39.52%,5975821,$81.03,"$484,221,000",,$63.00,-22.25%,$50.10,$150.59,ValueAct Capital,1
≡,DIS - Walt Disney Co.,4.98,Reduce 29.92%,3077931,$113.77,"$350,176,000",,$105.44,-7.32%,$79.22,$123.85,ValueAct Capital,1
≡,LLYVK - Liberty Media Corp. Series C Live,4.27,Add 2.51%,3603988,$83.16,"$299,708,000",,$94.21,13.29%,$78.68,$94.71,ValueAct Capital,1
≡,TOST - Toast Inc.,4.05,Add 135.94%,8015277,$35.51,"$284,622,000",,$27.66,-22.11%,$25.91,$49.66,ValueAct Capital,1
≡,SSD - Simpson Manufacturing,3.38,Add 21.87%,1472142,$161.47,"$237,707,000",,$206.03,27.60%,$136.62,$211.98,ValueAct Capital,1
≡,LLYVA - Liberty Media Corp. Series A Live,2.09,Add 4.64%,1799319,$81.50,"$146,644,000",,$91.79,12.63%,$77.12,$92.28,ValueAct Capital,1
≡,LYV - Live Nation Inc.,1.67,Add 28.43%,823066,$142.50,"$117,287,000",,$157.53,10.55%,$112.88,$175.25,ValueAct Capital,1
≡,NSIT - Insight Enterprises Inc.,1.41,Reduce 46.45%,1216592,$81.47,"$99,116,000",,$83.00,1.88%,$77.10,$168.82,ValueAct Capital,1
≡,CBRE - CBRE Group,0.54,,234591,$160.79,"$37,720,000",,$141.24,-12.16%,$108.45,$174.27,ValueAct Capital,1
≡,BRK.B - Berkshire Hathaway CL B,27.59,Reduce 10.84%,19406764,$502.65,"$9,754,810,000",,$503.41,0.15%,$455.19,$542.07,Bill & Melinda Gates Foundation Trust,1
≡,WM - Waste Management Inc.,17.98,,28934344,$219.71,"$6,357,165,000",,$235.22,7.06%,$193.36,$239.91,Bill & Melinda Gates Foundation Trust,1
≡,CNI - Canadian Natl Railway Co.,14.49,,51826786,$98.85,"$5,123,078,000",,$108.47,9.73%,$89.89,$109.90,Bill & Melinda Gates Foundation Trust,1
≡,MSFT - Microsoft Corp.,10.52,Reduce 16.32%,7691207,$483.62,"$3,719,622,000",,$396.86,-17.94%,$342.95,$553.50,Bill & Melinda Gates Foundation Trust,1
≡,CAT - Caterpillar Inc.,10.29,,6353614,$572.87,"$3,639,795,000",,$764.76,33.50%,$263.67,$789.81,Bill & Melinda Gates Foundation Trust,1
≡,DE - Deere & Co.,4.68,,3557378,$465.57,"$1,656,208,000",,$600.84,29.05%,$400.36,$626.25,Bill & Melinda Gates Foundation Trust,1
≡,ECL - Ecolab Inc.,3.87,,5218044,$262.52,"$1,369,841,000",,$303.80,15.72%,$219.93,$306.52,Bill & Melinda Gates Foundation Trust,1
≡,WMT - Walmart Inc.,2.64,,8390477,$111.41,"$934,783,000",,$128.85,15.65%,$79.27,$134.69,Bill & Melinda Gates Foundation Trust,1
≡,FDX - FedEx Corp.,1.95,,2384362,$288.86,"$688,747,000",,$375.30,29.92%,$190.84,$381.99,Bill & Melinda Gates Foundation Trust,1
≡,KOF - Coca-Cola FEMSA S A CV,1.66,,6214719,$94.71,"$588,596,000",,$112.75,19.05%,$78.46,$116.36,Bill & Melinda Gates Foundation Trust,1
≡,WCN - Waste Connections,1.01,,2039175,$175.36,"$357,590,000",,$161.28,-8.03%,$155.65,$200.58,Bill & Melinda Gates Foundation Trust,1
≡,CPNG - Coupang Inc.,0.62,,9248045,$23.59,"$218,161,000",,$17.43,-26.11%,$16.74,$34.08,Bill & Melinda Gates Foundation Trust,1
≡,MSGS - Madison Square Garden Sports Corp.,0.43,,592406,$258.65,"$153,226,000",,$293.78,13.58%,$173.26,$299.01,Bill & Melinda Gates Foundation Trust,1
≡,SDGR - SCHRODINGER Inc.,0.35,,6981664,$17.88,"$124,832,000",,$11.63,-34.96%,$11.15,$28.47,Bill & Melinda Gates Foundation Trust,1
≡,WST - West Pharmaceutical Services,0.35,,444500,$275.14,"$122,300,000",,$243.19,-11.61%,$186.77,$321.79,Bill & Melinda Gates Foundation Trust,1
≡,BUD - Anheuser-Busch InBev,0.31,,1703000,$64.04,"$109,060,000",,$79.29,23.81%,$51.43,$81.56,Bill & Melinda Gates Foundation Trust,1
≡,PCAR - PACCAR Inc.,0.31,,1000000,$109.51,"$109,510,000",,$126.52,15.53%,$82.53,$131.53,Bill & Melinda Gates Foundation Trust,1
≡,MCD - McDonald's Corp.,0.29,,334900,$305.63,"$102,355,000",,$327.62,7.19%,$280.19,$335.67,Bill & Melinda Gates Foundation Trust,1
≡,DHR - Danaher Corp.,0.24,,373000,$228.92,"$85,387,000",,$206.36,-9.85%,$170.19,$242.80,Bill & Melinda Gates Foundation Trust,1
≡,KHC - Kraft Heinz Co.,0.17,,2472600,$24.25,"$59,961,000",,$23.78,-1.94%,$21.99,$31.87,Bill & Melinda Gates Foundation Trust,1
≡,HRL - Hormel Foods Corp.,0.14,,2085290,$23.70,"$49,421,000",,$23.44,-1.10%,$20.77,$30.78,Bill & Melinda Gates Foundation Trust,1
≡,ONON - On Holding AG,0.07,,500000,$46.48,"$23,240,000",,$46.66,0.39%,$34.38,$61.29,Bill & Melinda Gates Foundation Trust,1
≡,VLTO - Veralto Corp.,0.04,,124333,$99.78,"$12,406,000",,$92.20,-7.60%,$83.58,$109.85,Bill & Melinda Gates Foundation Trust,1
≡,BN - Brookfield Corp.,18.15,Reduce 0.21%,61403089,$45.89,"$2,817,788,000",,$47.78,4.12%,$28.95,$49.57,Bill Ackman - Pershing Square Capital Management,1
≡,UBER - Uber Technologies Inc.,15.9,Reduce 0.21%,30207734,$81.71,"$2,468,274,000",,$70.53,-13.68%,$60.63,$101.99,Bill Ackman - Pershing Square Capital Management,1
≡,AMZN - Amazon.com Inc.,14.28,Add 64.99%,9607824,$230.82,"$2,217,678,000",,$201.15,-12.85%,$161.38,$258.60,Bill Ackman - Pershing Square Capital Management,1
≡,GOOG - Alphabet Inc. CL C,12.46,Reduce 2.53%,6163871,$313.80,"$1,934,223,000",,$302.82,-3.50%,$142.27,$350.15,Bill Ackman - Pershing Square Capital Management,1
≡,META - Meta Platforms Inc.,11.37,Buy,2673569,$660.09,"$1,764,796,000",,$639.29,-3.15%,$478.72,$795.06,Bill Ackman - Pershing Square Capital Management,1
≡,QSR - Restaurant Brands International,10.05,Reduce 0.21%,22866773,$68.23,"$1,560,200,000",,$68.13,-0.15%,$57.09,$73.05,Bill Ackman - Pershing Square Capital Management,1
≡,HHH - Howard Hughes Holdings Inc.,9.69,,18852064,$79.77,"$1,503,829,000",,$82.76,3.75%,$61.41,$91.07,Bill Ackman - Pershing Square Capital Management,1
≡,HLT - Hilton Worldwide Holdings,5.6,Reduce 0.06%,3028664,$287.25,"$869,984,000",,$317.82,10.64%,$195.70,$333.86,Bill Ackman - Pershing Square Capital Management,1
≡,GOOGL - Alphabet Inc.,1.37,Reduce 86.00%,678297,$313.00,"$212,307,000",,$302.02,-3.51%,$140.14,$349.00,Bill Ackman - Pershing Square Capital Management,1
≡,SEG - Seaport Entertainment Group,0.64,,5023780,$19.77,"$99,320,000",,$20.27,2.53%,$16.52,$28.34,Bill Ackman - Pershing Square Capital Management,1
≡,HTZ - Hertz Global Hldgs Inc.,0.5,,15241127,$5.14,"$78,339,000",,$4.92,-4.28%,$3.26,$9.39,Bill Ackman - Pershing Square Capital Management,1
≡,BRK.B - Berkshire Hathaway CL B,14.41,Reduce 0.41%,249211,$502.65,"$125,266,000",,$503.41,0.15%,$455.19,$542.07,Christopher Bloomstran - Semper Augustus,1
≡,DG - Dollar General,14.14,Add 0.01%,925955,$132.77,"$122,939,000",,$149.68,12.74%,$68.50,$155.00,Christopher Bloomstran - Semper Augustus,1
≡,BRK.A - Berkshire Hathaway CL A,10.07,,116,$754801.72,"$87,557,000",,$754910.00,0.01%,$685150.00,$812855.00,Christopher Bloomstran - Semper Augustus,1
≡,DECK - Deckers Outdoor,7.63,Add 70.66%,639698,$103.67,"$66,317,000",,$117.35,13.20%,$78.91,$156.61,Christopher Bloomstran - Semper Augustus,1
≡,NEM - Newmont Corp.,7.62,Reduce 2.21%,663239,$99.85,"$66,224,000",,$122.31,22.49%,$40.54,$134.88,Christopher Bloomstran - Semper Augustus,1
≡,DLTR - Dollar Tree Inc.,7.25,Add 1.49%,512660,$123.01,"$63,062,000",,$128.52,4.48%,$61.80,$142.40,Christopher Bloomstran - Semper Augustus,1
≡,KGC - Kinross Gold Corp.,6.84,Reduce 18.41%,2112933,$28.16,"$59,500,000",,$33.56,19.18%,$10.24,$39.11,Christopher Bloomstran - Semper Augustus,1
≡,FIVE - Five Below Inc.,5.75,Reduce 13.98%,265234,$188.36,"$49,959,000",,$212.48,12.81%,$52.38,$212.84,Christopher Bloomstran - Semper Augustus,1
≡,OLN - Olin Corp.,4.66,Add 1.00%,1943440,$20.83,"$40,482,000",,$23.87,14.59%,$17.18,$27.63,Christopher Bloomstran - Semper Augustus,1
≡,VLO - Valero Energy,3.72,Reduce 0.44%,198658,$162.79,"$32,340,000",,$197.34,21.22%,$96.17,$206.77,Christopher Bloomstran - Semper Augustus,1
≡,ALK - Alaska Air Group,2.37,Add 8.11%,409282,$50.30,"$20,587,000",,$57.08,13.48%,$37.63,$78.08,Christopher Bloomstran - Semper Augustus,1
≡,SBUX - Starbucks Corp.,2.34,Add 1.05%,241470,$84.21,"$20,334,000",,$95.39,13.28%,$73.47,$114.31,Christopher Bloomstran - Semper Augustus,1
≡,CMI - Cummins Inc.,2.33,Reduce 0.41%,39774,$510.46,"$20,303,000",,$595.66,16.69%,$256.13,$617.98,Christopher Bloomstran - Semper Augustus,1
≡,DIS - Walt Disney Co.,1.91,Add 0.17%,145782,$113.77,"$16,586,000",,$105.44,-7.32%,$79.22,$123.85,Christopher Bloomstran - Semper Augustus,1
≡,DINO - HF Sinclair Corp.,1.9,Add 0.51%,358527,$46.08,"$16,521,000",,$57.85,25.54%,$23.85,$59.33,Christopher Bloomstran - Semper Augustus,1
≡,EQNR - Equinor ASA,1.63,Add 4.30%,598385,$23.63,"$14,140,000",,$27.32,15.62%,$20.17,$28.35,Christopher Bloomstran - Semper Augustus,1
≡,PSKY - Paramount Skydance Corp.,1.02,Reduce 0.03%,659061,$13.40,"$8,831,000",,$10.83,-19.18%,$9.89,$20.78,Christopher Bloomstran - Semper Augustus,1
≡,XOM - Exxon Mobil Corp.,0.8,Reduce 0.49%,57556,$120.33,"$6,926,000",,$146.19,21.49%,$94.55,$155.89,Christopher Bloomstran - Semper Augustus,1
≡,TRV - Travelers Companies Inc.,0.64,,19100,$290.05,"$5,540,000",,$299.23,3.16%,$227.66,$304.40,Christopher Bloomstran - Semper Augustus,1
≡,MRK - Merck & Co.,0.54,,44443,$105.26,"$4,678,000",,$121.57,15.49%,$71.26,$123.33,Christopher Bloomstran - Semper Augustus,1
≡,COST - Costco Co.,0.34,Add 0.35%,3447,$862.20,"$2,972,000",,$1012.05,17.38%,$842.91,$1065.16,Christopher Bloomstran - Semper Augustus,1
≡,GE - GE Aerospace,0.33,,9352,$308.06,"$2,881,000",,$327.08,6.17%,$158.75,$332.79,Christopher Bloomstran - Semper Augustus,1
≡,NXPI - NXP Semiconductors NV,0.33,Reduce 0.72%,13298,$217.03,"$2,886,000",,$245.09,12.93%,$146.07,$256.36,Christopher Bloomstran - Semper Augustus,1
≡,GLDM - SPDR Gold Minishares Trust,0.24,Add 20.72%,23979,$85.37,"$2,047,000",,$96.55,13.10%,$56.11,$109.74,Christopher Bloomstran - Semper Augustus,1
≡,AXP - American Express,0.15,Reduce 16.20%,3441,$369.95,"$1,273,000",,$344.53,-6.87%,$218.83,$386.63,Christopher Bloomstran - Semper Augustus,1
≡,GEV - Ge Vernova Inc,0.15,Reduce 41.97%,1994,$653.46,"$1,303,000",,$819.15,25.36%,$251.66,$846.00,Christopher Bloomstran - Semper Augustus,1
≡,SMHI - SEACOR Marine Holdings Inc.,0.14,Reduce 1.56%,208175,$6.02,"$1,253,000",,$7.18,19.27%,$3.63,$7.88,Christopher Bloomstran - Semper Augustus,1
≡,AAPL - Apple Inc.,0.13,,4140,$271.98,"$1,126,000",,$263.88,-2.98%,$168.48,$288.35,Christopher Bloomstran - Semper Augustus,1
≡,KO - Coca Cola Co.,0.12,,15328,$69.94,"$1,072,000",,$79.56,13.75%,$64.63,$80.41,Christopher Bloomstran - Semper Augustus,1
≡,CVX - Chevron Corp.,0.11,,6389,$152.45,"$974,000",,$180.55,18.43%,$126.35,$184.71,Christopher Bloomstran - Semper Augustus,1
≡,PHYS - Sprott Physical Gold Trust,0.09,,23869,$33.01,"$788,000",,$36.72,11.24%,$21.96,$42.07,Christopher Bloomstran - Semper Augustus,1
≡,OVV - Ovintiv Inc.,0.07,,16487,$39.18,"$646,000",,$46.08,17.61%,$29.15,$48.17,Christopher Bloomstran - Semper Augustus,1
≡,GEHC - GE HealthCare Technologies Inc.,0.04,,4581,$82.08,"$376,000",,$81.61,-0.57%,$57.54,$93.09,Christopher Bloomstran - Semper Augustus,1
≡,SGOV - Ishares 0 3 Month Treasury B,0.04,Reduce 36.37%,3541,$100.25,"$355,000",,$100.52,0.27%,$96.53,$100.53,Christopher Bloomstran - Semper Augustus,1
≡,SHEL - Shell plc,0.04,,4968,$73.47,"$365,000",,$77.94,6.08%,$56.81,$80.26,Christopher Bloomstran - Semper Augustus,1
≡,SYF - Synchrony Financial,0.04,,4437,$83.39,"$370,000",,$72.31,-13.29%,$39.82,$88.41,Christopher Bloomstran - Semper Augustus,1
≡,FLEX - Flex Ltd.,0.03,Reduce 11.89%,4485,$60.42,"$271,000",,$64.42,6.62%,$25.11,$72.22,Christopher Bloomstran - Semper Augustus,1
≡,GOOGL - Alphabet Inc.,0.03,Buy,700,$312.86,"$219,000",,$302.02,-3.46%,$140.14,$349.00,Christopher Bloomstran - Semper Augustus,1
≡,SIVR - Abrdn Physical Silver Shares,0.03,Buy,4245,$67.61,"$287,000",,$69.70,3.09%,$27.86,$115.26,Christopher Bloomstran - Semper Augustus,1
≡,TSM - Taiwan Semiconductor S.A.,6.81,,3052400,$303.89,"$927,594,000",,$364.20,19.85%,$133.00,$380.00,Stephen Mandel - Lone Pine Capital,1
≡,VST - Vistra Corp.,6.18,Add 10.91%,5211885,$161.33,"$840,833,000",,$173.68,7.66%,$90.17,$219.51,Stephen Mandel - Lone Pine Capital,1
≡,CVNA - Carvana Co.,5.52,Add 0.80%,1779328,$422.02,"$750,912,000",,$350.94,-16.84%,$148.25,$486.89,Stephen Mandel - Lone Pine Capital,1
≡,LPLA - LPL Financial Holdings Inc.,5.44,Reduce 8.01%,2074948,$357.17,"$741,109,000",,$322.19,-9.79%,$262.20,$402.91,Stephen Mandel - Lone Pine Capital,1
≡,BN - Brookfield Corp.,5.37,Add 4.26%,15923360,$45.89,"$730,723,000",,$47.78,4.12%,$28.95,$49.57,Stephen Mandel - Lone Pine Capital,1
≡,ASML - ASML Holding NV,4.76,Buy,605017,$1069.86,"$647,283,000",,$1419.78,32.71%,$573.49,$1491.51,Stephen Mandel - Lone Pine Capital,1
≡,KKR - KKR & Co. L.P.,4.68,Add 22.56%,5001085,$127.48,"$637,538,000",,$102.55,-19.56%,$85.62,$153.15,Stephen Mandel - Lone Pine Capital,1
≡,AVGO - Broadcom Inc.,4.4,Add 11.67%,1730216,$346.10,"$598,828,000",,$332.54,-3.92%,$137.28,$413.82,Stephen Mandel - Lone Pine Capital,1
≡,MSFT - Microsoft Corp.,4.38,Add 2.11%,1234125,$483.62,"$596,848,000",,$396.86,-17.94%,$342.95,$553.50,Stephen Mandel - Lone Pine Capital,1
≡,DASH - DoorDash Inc.,4.21,Buy,2529879,$226.48,"$572,967,000",,$162.34,-28.32%,$155.40,$285.50,Stephen Mandel - Lone Pine Capital,1
≡,AMZN - Amazon.com Inc.,4.09,Reduce 14.13%,2414520,$230.82,"$557,320,000",,$201.15,-12.85%,$161.38,$258.60,Stephen Mandel - Lone Pine Capital,1
≡,COF - Capital One Financial,4.09,Reduce 10.69%,2294891,$242.36,"$556,190,000",,$206.74,-14.70%,$141.84,$259.64,Stephen Mandel - Lone Pine Capital,1
≡,APP - Applovin Corp.,3.86,Reduce 29.63%,780530,$673.82,"$525,937,000",,$376.38,-44.14%,$200.50,$745.61,Stephen Mandel - Lone Pine Capital,1
≡,NU - Nu Holdings Ltd,3.64,Add 16.62%,29630237,$16.74,"$496,010,000",,$16.82,0.48%,$9.01,$18.98,Stephen Mandel - Lone Pine Capital,1
≡,MDLN - Medline Inc Cl A,3.62,Buy,11716697,$42.00,"$492,101,000",,$46.16,9.90%,$34.89,$47.99,Stephen Mandel - Lone Pine Capital,1
≡,TLN - Talen Energy Corp,3.56,Add 8.39%,1292516,$374.84,"$484,487,000",,$388.28,3.59%,$158.08,$451.28,Stephen Mandel - Lone Pine Capital,1
≡,VMC - Vulcan Materials,3.53,Add 21.62%,1683932,$285.22,"$480,291,000",,$302.22,5.96%,$213.97,$331.09,Stephen Mandel - Lone Pine Capital,1
≡,PM - Philip Morris Intl.,3.12,Reduce 42.71%,2643579,$160.40,"$424,030,000",,$183.65,14.50%,$140.83,$190.98,Stephen Mandel - Lone Pine Capital,1
≡,CRS - Carpenter Technology,3.04,Buy,1312938,$314.84,"$413,365,000",,$374.88,19.07%,$138.14,$390.70,Stephen Mandel - Lone Pine Capital,1
≡,WING - Wingstop Inc.,2.8,Add 6.97%,1595258,$238.49,"$380,453,000",,$251.78,5.57%,$203.37,$387.27,Stephen Mandel - Lone Pine Capital,1
≡,APH - Amphenol Corp.,2.79,Reduce 7.06%,2809773,$135.14,"$379,713,000",,$148.57,9.94%,$56.16,$167.04,Stephen Mandel - Lone Pine Capital,1
≡,THC - Tenet Healthcare Corp.,2.61,Buy,1787326,$198.72,"$355,177,000",,$234.25,17.88%,$109.82,$235.77,Stephen Mandel - Lone Pine Capital,1
≡,CLH - Clean Harbors Inc.,2.37,Buy,1378125,$234.48,"$323,143,000",,$269.08,14.76%,$178.29,$276.51,Stephen Mandel - Lone Pine Capital,1
≡,AFRM - Affirm Holdings Inc.,2.09,Buy,3817170,$74.43,"$284,112,000",,$51.60,-30.67%,$30.90,$100.00,Stephen Mandel - Lone Pine Capital,1
≡,ENTG - Entegris Inc.,1.89,Buy,3054230,$84.25,"$257,319,000",,$129.56,53.78%,$60.49,$138.99,Stephen Mandel - Lone Pine Capital,1
≡,MA - Mastercard Inc.,0.4,Buy,96338,$570.88,"$54,997,000",,$521.93,-8.57%,$462.92,$600.08,Stephen Mandel - Lone Pine Capital,1
≡,TDG - TransDigm Group Inc.,0.19,Buy,19228,$1329.83,"$25,570,000",,$1302.11,-2.08%,$1107.45,$1519.35,Stephen Mandel - Lone Pine Capital,1
≡,BKNG - Booking Holdings Inc.,0.18,Reduce 85.14%,4630,$5355.29,"$24,795,000",,$4140.15,-22.69%,$4020.54,$5818.25,Stephen Mandel - Lone Pine Capital,1
≡,BSX - Boston Scientific,0.14,Buy,201703,$95.35,"$19,232,000",,$76.29,-19.99%,$72.69,$109.50,Stephen Mandel - Lone Pine Capital,1
≡,HLT - Hilton Worldwide Holdings,0.12,Buy,57817,$287.25,"$16,608,000",,$317.82,10.64%,$195.70,$333.86,Stephen Mandel - Lone Pine Capital,1
≡,SPOT - Spotify Technology S.A.,0.08,Buy,17762,$580.73,"$10,315,000",,$462.82,-20.30%,$405.00,$785.00,Stephen Mandel - Lone Pine Capital,1
≡,V - Visa Inc.,0.04,Buy,15217,$350.73,"$5,337,000",,$319.50,-8.90%,$296.78,$373.34,Stephen Mandel - Lone Pine Capital,1
≡,JOE - St. Joe Co.,80.43,Reduce 0.80%,19422467,$59.37,"$1,153,112,000",,$71.11,19.77%,$39.84,$71.90,Bruce Berkowitz - Fairholme Capital,1
≡,EPD - Enterprise Products Partners LP,12.19,,5450400,$32.06,"$174,740,000",,$36.75,14.63%,$25.93,$37.31,Bruce Berkowitz - Fairholme Capital,1
≡,OZK - Bank OZK,2.93,Reduce 0.22%,913652,$46.02,"$42,046,000",,$49.51,7.58%,$34.36,$52.67,Bruce Berkowitz - Fairholme Capital,1
≡,BRK.B - Berkshire Hathaway CL B,1.68,Reduce 0.88%,48012,$502.65,"$24,133,000",,$503.41,0.15%,$455.19,$542.07,Bruce Berkowitz - Fairholme Capital,1
≡,WRB - W.R. Berkley Corp.,1.27,Reduce 0.50%,260150,$70.12,"$18,242,000",,$71.04,1.31%,$58.00,$77.72,Bruce Berkowitz - Fairholme Capital,1
≡,PGR - Progressive Corp.,0.41,Buy,25600,$227.73,"$5,830,000",,$207.90,-8.71%,$187.97,$275.18,Bruce Berkowitz - Fairholme Capital,1
≡,CF - CF Industries Holdings Inc.,0.3,Buy,54700,$77.33,"$4,230,000",,$93.79,21.29%,$65.81,$102.67,Bruce Berkowitz - Fairholme Capital,1
≡,OXY - Occidental Petroleum,0.2,,69100,$41.11,"$2,841,000",,$45.94,11.75%,$34.21,$51.45,Bruce Berkowitz - Fairholme Capital,1
≡,ET - Energy Transfer LP,0.19,,166600,$16.49,"$2,747,000",,$18.61,12.86%,$13.53,$19.00,Bruce Berkowitz - Fairholme Capital,1
≡,TGT - Target Corp.,0.16,Buy,23000,$97.74,"$2,248,000",,$116.54,19.23%,$82.60,$125.93,Bruce Berkowitz - Fairholme Capital,1
≡,NRP - Natural Resource Partners,0.09,Buy,12000,$104.42,"$1,253,000",,$124.18,18.92%,$84.38,$127.83,Bruce Berkowitz - Fairholme Capital,1
≡,AAPL - Apple Inc.,0.05,,2400,$271.67,"$652,000",,$263.88,-2.87%,$168.48,$288.35,Bruce Berkowitz - Fairholme Capital,1
≡,BRK.A - Berkshire Hathaway CL A,0.05,,1,$755000.00,"$755,000",,$754910.00,-0.01%,$685150.00,$812855.00,Bruce Berkowitz - Fairholme Capital,1
≡,FANG - Diamondback Energy Inc.,0.04,,4000,$150.25,"$601,000",,$168.59,12.21%,$111.64,$172.80,Bruce Berkowitz - Fairholme Capital,1
≡,EOG - EOG Resources,0.01,,2000,$105.00,"$210,000",,$119.75,14.05%,$98.86,$131.01,Bruce Berkowitz - Fairholme Capital,1
≡,BRK.A - Berkshire Hathaway CL A,36.38,,145,$754800.00,"$109,446,000",,$754910.00,0.01%,$685150.00,$812855.00,Norbert Lou - Punch Card Management,1
≡,SGOV - Ishares 0 3 Month Treasury B,18.88,,566000,$100.38,"$56,815,000",,$100.52,0.14%,$96.53,$100.53,Norbert Lou - Punch Card Management,1
≡,CROX - Crocs Inc.,16.9,Reduce 5.96%,594570,$85.52,"$50,848,000",,$99.92,16.84%,$73.21,$122.84,Norbert Lou - Punch Card Management,1
≡,PDD - Pinduoduo Inc.,15.64,,415004,$113.39,"$47,057,000",,$101.83,-10.19%,$87.11,$139.41,Norbert Lou - Punch Card Management,1
≡,PYPL - PayPal Holdings Inc.,12.2,Reduce 3.31%,628907,$58.38,"$36,716,000",,$40.81,-30.10%,$38.46,$79.32,Norbert Lou - Punch Card Management,1
≡,RBC - RBC Bearings Inc.,9.95,Reduce 6.99%,2344911,$448.43,"$1,051,528,000",,$552.93,23.30%,$297.28,$563.51,Henry Ellenbogen - Durable Capital Partners,1
≡,DASH - DoorDash Inc.,7.67,Add 114.08%,3578745,$226.48,"$810,514,000",,$162.34,-28.32%,$155.40,$285.50,Henry Ellenbogen - Durable Capital Partners,1
≡,MELI - Mercadolibre Inc.,5.87,Add 75.52%,307932,$2014.26,"$620,255,000",,$1975.51,-1.92%,$1723.90,$2645.22,Henry Ellenbogen - Durable Capital Partners,1
≡,CPNG - Coupang Inc.,5.46,Reduce 1.53%,24452985,$23.59,"$576,846,000",,$17.43,-26.11%,$16.74,$34.08,Henry Ellenbogen - Durable Capital Partners,1
≡,APG - APi Group Corp.,5.44,Add 0.80%,15017378,$38.26,"$574,565,000",,$44.43,16.13%,$20.50,$46.11,Henry Ellenbogen - Durable Capital Partners,1
≡,XPO - XPO Logistics,5.08,Reduce 8.82%,3949100,$135.91,"$536,722,000",,$202.14,48.73%,$85.06,$207.04,Henry Ellenbogen - Durable Capital Partners,1
≡,CIGI - Colliers International Group Inc.,4.69,Reduce 8.90%,3369760,$147.01,"$495,388,000",,$110.16,-25.07%,$98.97,$171.34,Henry Ellenbogen - Durable Capital Partners,1
≡,FOUR - Shift4 Payments Inc. CL A,3.94,Add 17.43%,6606969,$62.97,"$416,041,000",,$56.26,-10.66%,$52.65,$127.50,Henry Ellenbogen - Durable Capital Partners,1
